Date,Depth,Observations,Simulations,Datetime
20200820, 5.0,17.154083333333332,22.417189804179735,08/20/2020
20200820, 6.0,13.382161458333334,22.203578744562932,08/20/2020
20200821, 1.0,23.62105729166667,22.244309404841886,08/21/2020
20200821, 1.5,23.575447916666665,22.244309404841886,08/21/2020
20200821, 2.0,23.574416666666668,22.244309404841886,08/21/2020
20200821, 2.5,23.52569791666667,22.244309404841886,08/21/2020
20200821, 3.0,23.526697916666667,22.244309404841886,08/21/2020
20200821, 3.5,23.41478125,22.244309404841886,08/21/2020
20200821, 4.0,22.5645,22.244309404841886,08/21/2020
20200821, 5.0,17.264666666666667,22.2431235767906,08/21/2020
20200821, 6.0,13.420052083333333,22.021647150945636,08/21/2020
20200822, 1.0,23.538875,21.820379956195623,08/22/2020
20200822, 1.5,23.545927083333336,21.820379956195623,08/22/2020
20200822, 2.0,23.448843749999998,21.820379956195623,08/22/2020
20200822, 2.5,23.170333333333332,21.820379956195623,08/22/2020
20200822, 3.0,23.0655,21.820379956195623,08/22/2020
20200822, 3.5,22.999,21.820379956195623,08/22/2020
20200822, 4.0,22.38434375,21.820379956195623,08/22/2020
20200822, 5.0,17.28128125,21.820379956195623,08/22/2020
20200822, 6.0,13.421453125,21.820379956195623,08/22/2020
20200823, 1.0,23.618520833333335,21.788892256473382,08/23/2020
20200823, 1.5,23.558260416666666,21.788892256473382,08/23/2020
20200823, 2.0,23.420135416666668,21.788892256473382,08/23/2020
20200823, 2.5,23.237770833333332,21.788892256473382,08/23/2020
20200823, 3.0,23.108,21.788892256473382,08/23/2020
20200823, 3.5,22.93003125,21.788892256473382,08/23/2020
20200823, 4.0,22.373500000000003,21.788892256473382,08/23/2020
20200823, 5.0,17.440791666666666,21.788892256473382,08/23/2020
20200823, 6.0,13.533338541666666,21.596356857586954,08/23/2020
20200824, 1.0,23.743734375000003,21.743753611775595,08/24/2020
20200824, 1.5,23.67565625,21.743753611775595,08/24/2020
20200824, 2.0,23.539479166666666,21.743753611775595,08/24/2020
20200824, 2.5,23.309770833333335,21.743753611775595,08/24/2020
20200824, 3.0,23.134249999999998,21.743753611775595,08/24/2020
20200824, 3.5,22.921760416666668,21.743753611775595,08/24/2020
20200824, 4.0,22.2405625,21.743753611775595,08/24/2020
20200824, 5.0,17.436875,21.743753611775595,08/24/2020
20200824, 6.0,13.590817708333333,21.743753611775595,08/24/2020
20200825, 1.0,23.592848958333335,21.54476107933293,08/25/2020
20200825, 1.5,23.54460416666667,21.54476107933293,08/25/2020
20200825, 2.0,23.516114583333334,21.54476107933293,08/25/2020
20200825, 2.5,23.399989583333333,21.54476107933293,08/25/2020
20200825, 3.0,23.307666666666666,21.54476107933293,08/25/2020
20200825, 3.5,22.973802083333336,21.54476107933293,08/25/2020
20200825, 4.0,22.13171875,21.54476107933293,08/25/2020
20200825, 5.0,17.534770833333333,21.54476107933293,08/25/2020
20200825, 6.0,13.681770833333333,21.518393038601012,08/25/2020
20200826, 1.0,22.488578125,20.29157611296053,08/26/2020
20200826, 1.5,22.401812500000002,20.29157611296053,08/26/2020
20200826, 2.0,22.399843750000002,20.29157611296053,08/26/2020
20200826, 2.5,22.360937500000002,20.29157611296053,08/26/2020
20200826, 3.0,22.360208333333333,20.29157611296053,08/26/2020
20200826, 3.5,22.365947916666666,20.29157611296053,08/26/2020
20200826, 4.0,22.210562499999998,20.29157611296053,08/26/2020
20200826, 5.0,17.636541666666666,20.29157611296053,08/26/2020
20200826, 6.0,13.708630208333334,20.13713012297271,08/26/2020
20200827, 1.0,21.692421874999997,19.336163520132736,08/27/2020
20200827, 1.5,21.637041666666665,19.336163520132736,08/27/2020
20200827, 2.0,21.602729166666666,19.336163520132736,08/27/2020
20200827, 2.5,21.534843749999997,19.336163520132736,08/27/2020
20200827, 3.0,21.431875,19.336163520132736,08/27/2020
20200827, 3.5,21.399270833333333,19.336163520132736,08/27/2020
20200827, 4.0,21.29146875,19.336163520132736,08/27/2020
20200827, 5.0,17.940583333333333,19.336163520132736,08/27/2020
20200827, 6.0,13.725531250000001,19.196055435449843,08/27/2020
20200828, 1.0,21.463989583333333,18.87785525083954,08/28/2020
20200828, 1.5,21.45851041666667,18.87785525083954,08/28/2020
20200828, 2.0,21.438114583333334,18.87785525083954,08/28/2020
20200828, 2.5,21.348427083333334,18.87785525083954,08/28/2020
20200828, 3.0,21.229854166666666,18.87785525083954,08/28/2020
20200828, 3.5,21.080541666666665,18.87785525083954,08/28/2020
20200828, 4.0,20.9059375,18.87785525083954,08/28/2020
20200828, 5.0,18.321291666666667,18.87785525083954,08/28/2020
20200828, 6.0,13.771713541666665,18.74462501203698,08/28/2020
20200829, 1.0,21.126098958333333,18.671257252828703,08/29/2020
20200829, 1.5,21.068302083333332,18.671257252828703,08/29/2020
20200829, 2.0,21.066031249999998,18.671257252828703,08/29/2020
20200829, 2.5,21.02015625,18.671257252828703,08/29/2020
20200829, 3.0,21.012708333333332,18.671257252828703,08/29/2020
20200829, 3.5,20.923895833333333,18.671257252828703,08/29/2020
20200829, 4.0,20.740552083333334,18.671257252828703,08/29/2020
20200829, 5.0,18.341354166666665,18.671257252828703,08/29/2020
20200829, 6.0,13.901270833333333,18.541127436350394,08/29/2020
20200830, 1.0,20.430062500000002,17.775251654335264,08/30/2020
20200830, 1.5,20.381239583333333,17.775251654335264,08/30/2020
20200830, 2.0,20.37753125,17.775251654335264,08/30/2020
20200830, 2.5,20.335125,17.775251654335264,08/30/2020
20200830, 3.0,20.334645833333333,17.775251654335264,08/30/2020
20200830, 3.5,20.341604166666666,17.775251654335264,08/30/2020
20200830, 4.0,20.268322916666666,17.775251654335264,08/30/2020
20200830, 5.0,18.874135416666668,17.775251654335264,08/30/2020
20200830, 6.0,14.055526041666667,17.658568220624275,08/30/2020
20200831, 1.0,20.376895833333332,17.226317442412984,08/31/2020
20200831, 1.5,20.108708333333336,17.226317442412984,08/31/2020
20200831, 2.0,19.96679166666667,17.226317442412984,08/31/2020
20200831, 2.5,19.876375,17.226317442412984,08/31/2020
20200831, 3.0,19.839447916666668,17.226317442412984,08/31/2020
20200831, 3.5,19.83353125,17.226317442412984,08/31/2020
20200831, 4.0,19.76734375,17.226317442412984,08/31/2020
20200831, 5.0,18.68834375,17.226317442412984,08/31/2020
20200831, 6.0,14.101338541666665,17.117871880809044,08/31/2020
20200901, 1.0,20.317276041666666,17.198774651385808,09/01/2020
20200901, 1.5,20.207760416666666,17.198774651385808,09/01/2020
20200901, 2.0,20.119229166666667,17.198774651385808,09/01/2020
20200901, 2.5,19.972958333333334,17.198774651385808,09/01/2020
20200901, 3.0,19.82676041666667,17.198774651385808,09/01/2020
20200901, 3.5,19.773125,17.198774651385808,09/01/2020
20200901, 4.0,19.661239583333334,17.198774651385808,09/01/2020
20200901, 5.0,18.59225,17.198774651385808,09/01/2020
20200901, 6.0,14.18578125,17.090742425269116,09/01/2020
20200902, 1.0,20.086239583333334,17.345499551516035,09/02/2020
20200902, 1.5,20.093208333333333,17.345499551516035,09/02/2020
20200902, 2.0,20.08603125,17.345499551516035,09/02/2020
20200902, 2.5,20.030583333333336,17.345499551516035,09/02/2020
20200902, 3.0,20.00278125,17.345499551516035,09/02/2020
20200902, 3.5,19.913822916666668,17.345499551516035,09/02/2020
20200902, 4.0,19.751458333333336,17.345499551516035,09/02/2020
20200902, 5.0,18.620427083333336,17.345499551516035,09/02/2020
20200902, 6.0,14.337546875000001,17.138963104505606,09/02/2020
20200903, 1.0,20.473630208333333,17.456018702782885,09/03/2020
20200903, 1.5,20.473114583333334,17.456018702782885,09/03/2020
20200903, 2.0,20.3226875,17.456018702782885,09/03/2020
20200903, 2.5,20.142510416666667,17.456018702782885,09/03/2020
20200903, 3.0,20.062802083333334,17.456018702782885,09/03/2020
20200903, 3.5,19.987291666666668,17.456018702782885,09/03/2020
20200903, 4.0,19.730208333333334,17.456018702782885,09/03/2020
20200903, 5.0,18.677927083333334,17.415205750505578,09/03/2020
20200903, 6.0,14.527203125,17.25548566636866,09/03/2020
20200904, 1.0,20.487786458333336,17.298098370511568,09/04/2020
20200904, 1.5,20.456958333333333,17.298098370511568,09/04/2020
20200904, 2.0,20.449749999999998,17.298098370511568,09/04/2020
20200904, 2.5,20.369052083333333,17.298098370511568,09/04/2020
20200904, 3.0,20.285989583333333,17.298098370511568,09/04/2020
20200904, 3.5,20.238041666666668,17.298098370511568,09/04/2020
20200904, 4.0,20.02703125,17.298098370511568,09/04/2020
20200904, 5.0,18.793854166666666,17.298098370511568,09/04/2020
20200904, 6.0,14.58703125,17.188575590376594,09/04/2020
20200905, 1.0,20.23446875,17.152701231115124,09/05/2020
20200905, 1.5,20.217739583333334,17.152701231115124,09/05/2020
20200905, 2.0,20.215260416666666,17.152701231115124,09/05/2020
20200905, 2.5,20.17204166666667,17.152701231115124,09/05/2020
20200905, 3.0,20.1690625,17.152701231115124,09/05/2020
20200905, 3.5,20.177291666666665,17.152701231115124,09/05/2020
20200905, 4.0,20.063510416666666,17.152701231115124,09/05/2020
20200905, 5.0,19.033625,17.152701231115124,09/05/2020
20200905, 6.0,14.744395833333334,17.04536043019198,09/05/2020
20200906, 1.0,20.147286458333333,17.08637115297928,09/06/2020
20200906, 1.5,20.15278125,17.08637115297928,09/06/2020
20200906, 2.0,20.133197916666667,17.08637115297928,09/06/2020
20200906, 2.5,20.069750000000003,17.08637115297928,09/06/2020
20200906, 3.0,20.017229166666667,17.08637115297928,09/06/2020
20200906, 3.5,19.939333333333334,17.08637115297928,09/06/2020
20200906, 4.0,19.822541666666666,17.08637115297928,09/06/2020
20200906, 5.0,18.9610625,17.08637115297928,09/06/2020
20200906, 6.0,14.902812500000001,16.98002576951904,09/06/2020
20200907, 1.0,19.892557291666666,17.23290682963754,09/07/2020
20200907, 1.5,19.86190625,17.23290682963754,09/07/2020
20200907, 2.0,19.855958333333334,17.23290682963754,09/07/2020
20200907, 2.5,19.815395833333334,17.23290682963754,09/07/2020
20200907, 3.0,19.814916666666665,17.23290682963754,09/07/2020
20200907, 3.5,19.81403125,17.23290682963754,09/07/2020
20200907, 4.0,19.73152083333333,17.214255778002446,09/07/2020
20200907, 5.0,18.96653125,17.120574644921998,09/07/2020
20200907, 6.0,15.038505208333333,16.997762528741433,09/07/2020
20200908, 1.0,20.027859375000002,17.340162775878287,09/08/2020
20200908, 1.5,19.942572916666666,17.340162775878287,09/08/2020
20200908, 2.0,19.8129375,17.340162775878287,09/08/2020
20200908, 2.5,19.715822916666667,17.340162775878287,09/08/2020
20200908, 3.0,19.683864583333335,17.340162775878287,09/08/2020
20200908, 3.5,19.677614583333334,17.340162775878287,09/08/2020
20200908, 4.0,19.6126875,17.340162775878287,09/08/2020
20200908, 5.0,19.095583333333334,17.223945842713842,09/08/2020
20200908, 6.0,15.190713541666668,17.05299466080005,09/08/2020
20200909, 1.0,20.241822916666667,17.412682866262436,09/09/2020
20200909, 1.5,20.163479166666665,17.412682866262436,09/09/2020
20200909, 2.0,20.04990625,17.412682866262436,09/09/2020
20200909, 2.5,19.919843750000002,17.39494154538972,09/09/2020
20200909, 3.0,19.82221875,17.374073838100507,09/09/2020
20200909, 3.5,19.770145833333334,17.360693685557084,09/09/2020
20200909, 4.0,19.654020833333334,17.34663774661668,09/09/2020
20200909, 5.0,18.951395833333333,17.28723591110787,09/09/2020
20200909, 6.0,15.332098958333333,17.130887560512463,09/09/2020
20200910, 1.0,20.157005208333334,17.07904547663684,09/10/2020
20200910, 1.5,20.100927083333335,17.07904547663684,09/10/2020
20200910, 2.0,20.086541666666665,17.07904547663684,09/10/2020
20200910, 2.5,20.02927083333333,17.07904547663684,09/10/2020
20200910, 3.0,19.981302083333333,17.07904547663684,09/10/2020
20200910, 3.5,19.891854166666665,17.07904547663684,09/10/2020
20200910, 4.0,19.67713541666667,17.07904547663684,09/10/2020
20200910, 5.0,18.90159375,17.07904547663684,09/10/2020
20200910, 6.0,15.467791666666665,16.97281002982018,09/10/2020
20200911, 1.0,19.643692708333333,16.533277105709004,09/11/2020
20200911, 1.5,19.60596875,16.533277105709004,09/11/2020
20200911, 2.0,19.5675625,16.533277105709004,09/11/2020
20200911, 2.5,19.504625,16.533277105709004,09/11/2020
20200911, 3.0,19.484760416666667,16.533277105709004,09/11/2020
20200911, 3.5,19.490947916666666,16.533277105709004,09/11/2020
20200911, 4.0,19.417395833333334,16.533277105709004,09/11/2020
20200911, 5.0,18.782208333333333,16.533277105709004,09/11/2020
20200911, 6.0,15.422536458333333,16.435232021129078,09/11/2020
20200912, 1.0,19.474875,16.01233274498778,09/12/2020
20200912, 1.5,19.459989583333336,16.01233274498778,09/12/2020
20200912, 2.0,19.331385416666667,16.01233274498778,09/12/2020
20200912, 2.5,19.208010416666667,16.01233274498778,09/12/2020
20200912, 3.0,19.16541666666667,16.01233274498778,09/12/2020
20200912, 3.5,19.1319375,16.01233274498778,09/12/2020
20200912, 4.0,19.03515625,16.01233274498778,09/12/2020
20200912, 5.0,18.604270833333334,16.01233274498778,09/12/2020
20200912, 6.0,15.569567708333333,15.922105487982273,09/12/2020
20200913, 1.0,19.206515624999998,15.97420265979957,09/13/2020
20200913, 1.5,19.161208333333335,15.97420265979957,09/13/2020
20200913, 2.0,19.15375,15.97420265979957,09/13/2020
20200913, 2.5,19.11189583333333,15.97420265979957,09/13/2020
20200913, 3.0,19.10048958333333,15.97420265979957,09/13/2020
20200913, 3.5,19.063,15.97420265979957,09/13/2020
20200913, 4.0,18.93376041666667,15.97420265979957,09/13/2020
20200913, 5.0,18.49634375,15.97420265979957,09/13/2020
20200913, 6.0,15.822145833333332,15.884547622120865,09/13/2020
20200914, 1.0,18.89181770833333,15.71198629475682,09/14/2020
20200914, 1.5,18.859416666666668,15.71198629475682,09/14/2020
20200914, 2.0,18.8535625,15.71198629475682,09/14/2020
20200914, 2.5,18.8149375,15.71198629475682,09/14/2020
20200914, 3.0,18.806729166666667,15.71198629475682,09/14/2020
20200914, 3.5,18.83078125,15.71198629475682,09/14/2020
20200914, 4.0,18.7819375,15.71198629475682,09/14/2020
20200914, 5.0,18.582833333333333,15.71198629475682,09/14/2020
20200914, 6.0,15.874145833333335,15.626266345896934,09/14/2020
20200915, 1.0,18.439916666666665,14.923530772715836,09/15/2020
20200915, 1.5,18.39928125,14.923530772715836,09/15/2020
20200915, 2.0,18.35315625,14.923530772715836,09/15/2020
20200915, 2.5,18.252437500000003,14.923530772715836,09/15/2020
20200915, 3.0,18.19573958333333,14.923530772715836,09/15/2020
20200915, 3.5,18.185208333333332,14.923530772715836,09/15/2020
20200915, 4.0,18.11596875,14.923530772715836,09/15/2020
20200915, 5.0,18.0076875,14.923530772715836,09/15/2020
20200915, 6.0,15.9775625,14.849643199414993,09/15/2020
20200916, 1.0,18.2260625,14.856492786949403,09/16/2020
20200916, 1.5,18.190010416666667,14.856492786949403,09/16/2020
20200916, 2.0,18.16994791666667,14.856492786949403,09/16/2020
20200916, 2.5,18.120104166666668,14.856492786949403,09/16/2020
20200916, 3.0,18.106260416666668,14.856492786949403,09/16/2020
20200916, 3.5,18.095875,14.856492786949403,09/16/2020
20200916, 4.0,17.994791666666668,14.856492786949403,09/16/2020
20200916, 5.0,17.747343750000002,14.856492786949403,09/16/2020
20200916, 6.0,16.251854166666668,14.783611254702409,09/16/2020
20200917, 1.0,18.03605729166667,14.73947250073279,09/17/2020
20200917, 1.5,18.018635416666665,14.73947250073279,09/17/2020
20200917, 2.0,18.00325,14.73947250073279,09/17/2020
20200917, 2.5,17.947020833333333,14.73947250073279,09/17/2020
20200917, 3.0,17.934604166666666,14.73947250073279,09/17/2020
20200917, 3.5,17.943041666666666,14.73947250073279,09/17/2020
20200917, 4.0,17.8790625,14.73947250073279,09/17/2020
20200917, 5.0,17.65346875,14.73947250073279,09/17/2020
20200917, 6.0,16.41428125,14.668347095414756,09/17/2020
20200918, 1.0,17.701093750000002,14.646027524872709,09/18/2020
20200918, 1.5,17.655760416666666,14.646027524872709,09/18/2020
20200918, 2.0,17.64953125,14.646027524872709,09/18/2020
20200918, 2.5,17.60090625,14.646027524872709,09/18/2020
20200918, 3.0,17.58875,14.646027524872709,09/18/2020
20200918, 3.5,17.6001875,14.646027524872709,09/18/2020
20200918, 4.0,17.546166666666668,14.646027524872709,09/18/2020
20200918, 5.0,17.485708333333335,14.646027524872709,09/18/2020
20200918, 6.0,16.47553125,14.576304451097261,09/18/2020
20200919, 1.0,17.182953125,14.246674559026333,09/19/2020
20200919, 1.5,17.119395833333332,14.246674559026333,09/19/2020
20200919, 2.0,17.1038125,14.246674559026333,09/19/2020
20200919, 2.5,17.052270833333335,14.246674559026333,09/19/2020
20200919, 3.0,17.040875,14.246674559026333,09/19/2020
20200919, 3.5,17.050239583333333,14.246674559026333,09/19/2020
20200919, 4.0,16.984104166666665,14.246674559026333,09/19/2020
20200919, 5.0,16.905479166666666,14.246674559026333,09/19/2020
20200919, 6.0,16.450708333333335,14.182944587132242,09/19/2020
20200920, 1.0,16.843546875,13.918231798321496,09/20/2020
20200920, 1.5,16.777291666666667,13.918231798321496,09/20/2020
20200920, 2.0,16.744791666666668,13.918231798321496,09/20/2020
20200920, 2.5,16.684302083333332,13.918231798321496,09/20/2020
20200920, 3.0,16.639197916666667,13.918231798321496,09/20/2020
20200920, 3.5,16.6133125,13.918231798321496,09/20/2020
20200920, 4.0,16.53090625,13.918231798321496,09/20/2020
20200920, 5.0,16.39351041666667,13.918231798321496,09/20/2020
20200920, 6.0,16.12664583333333,13.85943077674314,09/20/2020
20200921, 1.0,16.625541666666667,13.435999240079127,09/21/2020
20200921, 1.5,16.46175,13.435999240079127,09/21/2020
20200921, 2.0,16.361052083333334,13.435999240079127,09/21/2020
20200921, 2.5,16.280416666666667,13.435999240079127,09/21/2020
20200921, 3.0,16.25826041666667,13.435999240079127,09/21/2020
20200921, 3.5,16.265947916666665,13.435999240079127,09/21/2020
20200921, 4.0,16.19334375,13.435999240079127,09/21/2020
20200921, 5.0,16.01759375,13.435999240079127,09/21/2020
20200921, 6.0,15.836010416666667,13.384435096899628,09/21/2020
20200922, 1.0,16.391203125,13.105723819052702,09/22/2020
20200922, 1.5,16.31184375,13.105723819052702,09/22/2020
20200922, 2.0,16.266864583333334,13.105723819052702,09/22/2020
20200922, 2.5,16.137093750000002,13.105723819052702,09/22/2020
20200922, 3.0,16.057875,13.105723819052702,09/22/2020
20200922, 3.5,16.018989583333333,13.105723819052702,09/22/2020
20200922, 4.0,15.926822916666667,13.105723819052702,09/22/2020
20200922, 5.0,15.758666666666668,13.105723819052702,09/22/2020
20200922, 6.0,15.587302083333334,13.059116128977106,09/22/2020
20200923, 1.0,16.322296875,13.052419328603635,09/23/2020
20200923, 1.5,16.292270833333333,13.052419328603635,09/23/2020
20200923, 2.0,16.258458333333333,13.052419328603635,09/23/2020
20200923, 2.5,16.1555625,13.052419328603635,09/23/2020
20200923, 3.0,16.089427083333334,13.052419328603635,09/23/2020
20200923, 3.5,16.061697916666667,13.052419328603635,09/23/2020
20200923, 4.0,15.915875,13.052419328603635,09/23/2020
20200923, 5.0,15.720729166666667,13.052419328603635,09/23/2020
20200923, 6.0,15.525864583333332,13.00661158060764,09/23/2020
20200924, 1.0,16.396484375,13.138914585063723,09/24/2020
20200924, 1.5,16.370208333333334,13.138914585063723,09/24/2020
20200924, 2.0,16.290052083333332,13.138914585063723,09/24/2020
20200924, 2.5,16.2213125,13.138914585063723,09/24/2020
20200924, 3.0,16.202510416666666,13.138914585063723,09/24/2020
20200924, 3.5,16.175875,13.138914585063723,09/24/2020
20200924, 4.0,15.98046875,13.138914585063723,09/24/2020
20200924, 5.0,15.699385416666667,13.138914585063723,09/24/2020
20200924, 6.0,15.523588541666667,13.138914585063723,09/24/2020
20200925, 1.0,16.312291666666667,13.145972029537933,09/25/2020
20200925, 1.5,16.232208333333336,13.145972029537933,09/25/2020
20200925, 2.0,16.1960625,13.145972029537933,09/25/2020
20200925, 2.5,16.122041666666668,13.145972029537933,09/25/2020
20200925, 3.0,16.0956875,13.145972029537933,09/25/2020
20200925, 3.5,16.090958333333333,13.145972029537933,09/25/2020
20200925, 4.0,15.980479166666667,13.145972029537933,09/25/2020
20200925, 5.0,15.675385416666666,13.145972029537933,09/25/2020
20200925, 6.0,15.463020833333333,13.09876033336595,09/25/2020
20200926, 1.0,16.5905625,13.479305791800595,09/26/2020
20200926, 1.5,16.55146875,13.479305791800595,09/26/2020
20200926, 2.0,16.457614583333335,13.479305791800595,09/26/2020
20200926, 2.5,16.323083333333333,13.479305791800595,09/26/2020
20200926, 3.0,16.197739583333334,13.479305791800595,09/26/2020
20200926, 3.5,16.0925625,13.479305791800595,09/26/2020
20200926, 4.0,15.946989583333334,13.479305791800595,09/26/2020
20200926, 5.0,15.685562500000001,13.224843277706821,09/26/2020
20200926, 6.0,15.426276041666668,13.171471602895354,09/26/2020
20200927, 1.0,17.19465625,14.146798859373728,09/27/2020
20200927, 1.5,17.21803125,13.782129986713137,09/27/2020
20200927, 2.0,17.18434375,13.669417506384391,09/27/2020
20200927, 2.5,17.110166666666668,13.62394503331991,09/27/2020
20200927, 3.0,16.819781250000002,13.586784961918651,09/27/2020
20200927, 3.5,16.402874999999998,13.555420893140674,09/27/2020
20200927, 4.0,16.053250000000002,13.527841086322388,09/27/2020
20200927, 5.0,15.682562500000001,13.431984996986037,09/27/2020
20200927, 6.0,15.362026041666667,13.361969047973476,09/27/2020
20200928, 1.0,17.78982291666667,14.502002348551132,09/28/2020
20200928, 1.5,17.7901875,14.324435950030537,09/28/2020
20200928, 2.0,17.7051875,13.889074116373074,09/28/2020
20200928, 2.5,17.518916666666666,13.795772087980367,09/28/2020
20200928, 3.0,17.13553125,13.728346770856156,09/28/2020
20200928, 3.5,16.654739583333335,13.678059896402814,09/28/2020
20200928, 4.0,16.130895833333334,13.643781321547706,09/28/2020
20200928, 5.0,15.686708333333334,13.581380070512358,09/28/2020
20200928, 6.0,15.316416666666667,13.511869337752659,09/28/2020
20200929, 1.0,18.04703125,14.459569792120716,09/29/2020
20200929, 1.5,18.007989583333334,14.459569792120716,09/29/2020
20200929, 2.0,17.947958333333332,14.09486160661033,09/29/2020
